"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.914569172E1,-1.156238317E0,2.277326584E-1,-2.227444649E-1
3.915371876E1,-1.256282568E0,5.660076141E-1,-1.315741539E-1
3.916171426E1,-1.155550957E0,6.397762299E-1,-1.481089592E-1
3.916970899E1,-9.363607168E-1,8.162174225E-1,-2.477877140E-1
3.917770504E1,-7.243582010E-1,1.079537392E0,-3.345749378E-1
3.918570077E1,-5.281888247E-1,1.272706985E0,-2.735066414E-1
3.919369650E1,-5.108044147E-1,1.475236893E0,-1.450288296E-1
3.920169285E1,-5.159178972E-1,1.636983871E0,2.200722694E-2
3.920971820E1,-5.125286579E-1,1.855669022E0,1.427004337E-1
3.921771455E1,-4.137054682E-1,1.958286285E0,1.785433292E-1
3.922570990E1,-3.169316053E-1,1.971137047E0,-4.924967289E-1
3.923370563E1,-5.222775936E-1,2.253834724E0,-3.891980648E-1
3.924170167E1,-7.042548060E-1,2.728621483E0,-4.467828274E-1
3.924969687E1,-4.062064886E-1,2.982233047E0,-7.122178078E-1
3.925769322E1,1.826536655E-2,3.008145332E0,-6.621925831E-1
3.926571818E1,1.329586506E-1,3.180083275E0,-3.767893314E-1
3.927371422E1,-4.278600216E-2,3.079573631E0,-5.722305775E-1
3.928170965E1,-3.093057871E-1,2.823945999E0,-7.738320827E-1
3.928970538E1,-8.318527937E-1,2.559908867E0,-8.331217766E-1
3.929770135E1,-1.390350819E0,2.503553391E0,-6.881361008E-1
3.930569677E1,-1.438587189E0,2.251577377E0,-5.328185558E-1
3.931372274E1,-1.333626032E0,1.588189125E0,-2.223675251E-1
3.932171786E1,-1.104769588E0,9.504575729E-1,2.418382168E-1
3.932971451E1,-9.371801019E-1,4.449167252E-1,6.718611717E-1
3.933770994E1,-8.968027234E-1,3.263759613E-1,1.004393816E0
3.934570506E1,-8.848763704E-1,3.307628632E-1,1.205035686E0
3.935370017E1,-8.646140099E-1,3.235788345E-1,1.214594364E0
3.936169675E1,-7.747400999E-1,2.282810211E-1,1.030083895E0
3.936972303E1,-7.218834758E-1,1.028060913E-1,7.125976086E-1
3.937771899E1,-5.792870522E-1,-8.828926086E-2,2.900192738E-1
3.938571419E1,-4.243856072E-1,-3.319606781E-1,-9.133386612E-2
3.939370953E1,-2.663795948E-1,-6.514711380E-1,-4.231891632E-1
3.940170558E1,-1.560618281E-1,-9.528245926E-1,-5.464344025E-1
3.940970016E1,-2.161145210E-2,-1.322542191E0,-6.085398197E-1
3.941769674E1,5.165904760E-2,-1.621816635E0,-5.970780849E-1
3.942572293E1,7.316905260E-2,-1.822183609E0,-4.854507446E-1
3.943371905E1,6.761664152E-2,-1.974692345E0,-3.508582115E-1
3.944171409E1,6.152790785E-2,-1.960251808E0,-2.304384708E-1
3.944970990E1,8.764106035E-2,-1.961196899E0,-3.720760345E-2
3.945770563E1,6.188595295E-2,-2.100439072E0,7.046175003E-2
3.946569983E1,2.702486515E-2,-2.174905300E0,3.853464127E-2
3.947369649E1,-4.108011723E-2,-2.119880199E0,-7.578969002E-2
3.948172330E1,-1.046311855E-1,-2.078742027E0,-3.332300186E-1
3.948971865E1,-1.838791370E-1,-2.033957958E0,-5.869739056E-1
3.949771446E1,-2.438172102E-1,-1.963486671E0,-8.433530331E-1
3.950570896E1,-3.834381104E-1,-1.869237900E0,-9.530735016E-1
3.951370554E1,-5.732898712E-1,-1.636269569E0,-9.574859142E-1
3.952170096E1,-5.968723297E-1,-1.422907352E0,-9.026322365E-1
3.952969739E1,-5.182714462E-1,-1.358498096E0,-7.475776672E-1
3.953769212E1,-2.730700970E-1,-1.290388584E0,-5.340268612E-1
3.954571932E1,-7.809197903E-2,-1.206911087E0,-3.829069138E-1
3.955371436E1,1.041792631E-1,-1.105631828E0,-4.876689911E-1
3.956171009E1,2.662003040E-1,-1.045918465E0,-7.004225254E-1
3.956970521E1,4.658156037E-1,-1.069740295E0,-8.397920132E-1
3.957770095E1,5.387839675E-1,-9.821748734E-1,-9.202182293E-1
3.958569606E1,4.130110741E-1,-7.829523087E-1,-8.746609688E-1
3.959372234E1,2.689528465E-1,-5.825109482E-1,-9.533476830E-1
3.960171899E1,1.098840237E-1,-3.876924515E-1,-9.390268326E-1
3.960971473E1,-6.113529205E-2,-1.580677032E-1,-7.789080143E-1
3.961770946E1,-1.648008823E-1,1.179599762E-1,-4.559967518E-1
3.962570619E1,-1.378004551E-1,3.151559830E-1,-2.272977829E-1
3.963370100E1,-1.010650396E-1,5.818099976E-1,5.553126335E-2
3.964169704E1,-6.388926506E-2,8.889484406E-1,3.180675507E-1
3.964972347E1,3.612279892E-2,1.073687553E0,3.522515297E-1
3.965771805E1,5.178189278E-2,1.277493477E0,2.370138168E-1
3.966571432E1,-7.330608368E-2,1.476796150E0,1.081919670E-1
3.967371006E1,-2.817094326E-1,1.669421196E0,9.443163872E-2
3.968170579E1,-4.130376577E-1,1.804829597E0,1.318402290E-1
3.968970122E1,-5.051783323E-1,1.834772110E0,1.522307396E-1
3.969769672E1,-5.811051130E-1,1.790397644E0,1.645288467E-1
3.970572291E1,-5.342956781E-1,1.743771553E0,1.029467583E-1
3.971371857E1,-3.575251102E-1,1.827060699E0,-5.085945129E-3
3.972171561E1,-1.480182409E-1,2.177853584E0,7.237672806E-2
3.972970950E1,-2.809119225E-2,2.461360931E0,2.050256729E-1
3.973770554E1,1.271601915E-1,2.606025696E0,3.613741398E-1
3.974570151E1,2.754809260E-1,2.489725113E0,4.391424656E-1
3.975369693E1,4.050396681E-1,2.160678864E0,6.173357964E-1
3.976172320E1,4.915113449E-1,1.664198875E0,7.506532669E-1
3.976971894E1,5.334104896E-1,1.229522705E0,8.341636658E-1
3.977771436E1,5.533607006E-1,7.361249924E-1,1.011794329E0
3.978570971E1,6.460105181E-1,3.793067932E-1,1.214756489E0
3.979370483E1,7.842488289E-1,2.374649048E-4,1.371167898E0
3.980170126E1,9.128767252E-1,-3.016128540E-1,1.416969776E0
3.980969691E1,9.887822270E-1,-3.442077637E-1,1.353989840E0
3.981772372E1,1.053498983E0,-1.656036377E-1,1.259956121E0
3.982571823E1,1.154591560E0,1.178359985E-2,1.210069418E0
3.983369409E1,1.274531484E0,-3.439712524E-2,1.059680223E0
3.984169035E1,1.295174599E0,-8.889675140E-2,8.359417915E-1
3.984968492E1,1.061111927E0,-1.561250687E-1,7.174916267E-1
3.985768158E1,7.795682549E-1,-3.271694183E-1,5.678207874E-1
3.986567661E1,6.249104738E-1,-5.209636688E-1,3.684060574E-1
3.987370311E1,5.355019569E-1,-6.320123672E-1,1.548781395E-1
3.988169822E1,4.574876130E-1,-7.706336975E-1,-5.059099197E-2
3.988969302E1,4.131698608E-1,-9.752216339E-1,-2.836434841E-1
3.989768998E1,3.540281057E-1,-1.123908520E0,-5.985288620E-1
3.990568486E1,2.676466107E-1,-1.051195621E0,-8.140795231E-1
3.991368113E1,1.637210846E-1,-9.243440628E-1,-8.836066723E-1
3.992167663E1,1.001462936E-1,-7.486467361E-1,-8.183343410E-1
3.992970274E1,1.227611899E-1,-6.801309586E-1,-7.063219547E-1
3.993769824E1,1.858680248E-1,-8.221721649E-1,-6.112847328E-1
3.994569366E1,2.241173387E-1,-9.528255463E-1,-6.413524151E-1
3.995368992E1,1.759548187E-1,-1.031164169E0,-7.273755074E-1
3.996168503E1,2.024948597E-1,-1.097598076E0,-8.769156933E-1
3.996968084E1,2.527449131E-1,-1.125192165E0,-1.057374954E0
3.997767687E1,2.494258881E-1,-1.060805798E0,-1.259783745E0
3.998570245E1,1.468736529E-1,-9.756650925E-1,-1.480664730E0
3.999369818E1,9.952783585E-4,-8.021049500E-1,-1.537355185E0
4.000169421E1,-2.934563756E-1,-5.592517853E-1,-1.494953394E0
4.000968986E1,-4.509457946E-1,-4.700717926E-1,-1.365007162E0
4.001768590E1,-5.122889876E-1,-4.151391983E-1,-1.309575796E0
4.002568078E1,-6.015158296E-1,-2.364063263E-1,-1.238064051E0
4.003367643E1,-4.680094719E-1,-1.785068512E-1,-1.065631390E0
4.004170292E1,-1.227607131E-1,-1.889438629E-1,-9.087533951E-1
4.004969750E1,-4.891246557E-2,-1.312637329E-1,-8.575265408E-1
4.005769384E1,-4.549920559E-2,1.298809052E-2,-9.618594646E-1
4.006568957E1,1.038695574E-1,-4.634094238E-2,-1.078510046E0
4.007368499E1,2.101090252E-1,-2.105522156E-2,-1.230987310E0
4.008168041E1,1.529961228E-1,2.717533112E-1,-1.273266435E0
4.008967675E1,1.679066420E-1,3.941526413E-1,-1.459235549E0
4.009770286E1,-3.824433088E-1,7.462596893E-1,-1.710373044E0
4.010569798E1,-1.221806526E0,1.398304939E0,-1.349534154E0
4.011369347E1,-1.669138789E0,1.904929161E0,-7.062053680E-1
4.012168982E1,-1.535777450E0,2.134302139E0,-2.652220726E-1
4.012968616E1,-8.751945496E-1,1.994772911E0,-4.480834007E-1
4.013768250E1,-4.355419278E-1,1.823580742E0,-5.559804440E-1
4.014567631E1,-8.774548769E-2,1.825620651E0,-6.470816135E-1
4.015370257E1,-2.045828700E-1,1.929199219E0,-7.475960255E-1
4.016169799E1,-9.532220364E-1,2.089740753E0,-6.933269501E-1
4.016969426E1,-2.224878311E0,2.176815987E0,-4.907014370E-1
4.017768914E1,-5.513684750E0,3.597800255E0,-9.210492373E-1
4.018568510E1,-5.697238922E0,3.812914848E0,5.870294571E-2
4.019368090E1,-4.530821323E0,3.091849327E0,7.430262566E-1
4.020167632E1,-3.454924107E0,2.880992889E0,6.371293068E-1
4.020970367E1,-2.203338146E0,2.141486168E0,2.324182987E-1
4.021769824E1,-1.170613885E0,1.517866135E0,3.931775093E-1
4.022569397E1,-4.648394585E-1,4.763240814E-1,2.332897186E-1
4.023368908E1,-2.808696032E-1,-2.045364380E-1,1.712450981E-1
4.024168534E1,-5.261130929E-1,-6.137866974E-1,3.300662041E-1
4.024968054E1,-9.304327369E-1,-3.484630585E-1,8.692359924E-1
4.025767618E1,-1.017696381E0,-2.780532837E-2,1.286320448E0
4.026570299E1,-9.627967477E-1,-3.952026367E-2,1.560537338E0
4.027369849E1,-7.850193381E-1,-2.044372559E-1,1.595261574E0
4.028169352E1,-4.017625451E-1,-2.373743057E-1,1.622164726E0
4.028968956E1,-2.973598242E-2,-3.630304337E-1,1.137808800E0
4.029768505E1,1.322394013E-1,-5.006380081E-1,4.497230053E-1
4.030568040E1,3.679073155E-1,-4.908056259E-1,-4.036593437E-2
4.031367589E1,6.778341532E-1,-5.381679535E-1,-1.282470226E-1
4.032170239E1,4.661833048E-1,-3.856945038E-1,-3.316693306E-1
4.032969843E1,3.918823600E-1,-3.899545670E-1,-4.911925793E-1
4.033769385E1,3.724427819E-1,-5.344429016E-1,-5.184457302E-1
4.034568896E1,2.788221836E-2,-8.749532700E-1,-7.731733322E-1
4.035368492E1,-1.977405548E-1,-1.076317787E0,-8.894448280E-1
4.036168064E1,-7.945084572E-2,-1.220069885E0,-1.008143544E0
4.036970630E1,-6.666290760E-2,-1.416609764E0,-1.746814251E-1
4.037770225E1,-3.077069521E-1,-1.478068352E0,-3.322732449E-1
4.038569798E1,-4.983794689E-2,-1.670525551E0,-2.823421955E-1
4.039369463E1,2.195990086E-1,-1.905708313E0,-2.171609402E-1
4.040168974E1,2.148373127E-1,-1.963397980E0,-1.404027939E-1
4.040968401E1,9.421547651E-1,-1.862497807E0,3.734874725E-2
4.041768128E1,4.827718735E-1,-1.792136669E0,6.376838684E-2
4.042570685E1,3.919466138E-1,-1.766283035E0,-7.079110146E-1
4.043370227E1,5.429347157E-1,-1.702220440E0,-1.072079897E0
4.044169830E1,5.705045462E-1,-1.587049961E0,-1.601656675E0
4.044969403E1,7.342692614E-1,-1.402858734E0,-1.769652843E0
4.045768968E1,9.410942793E-1,-1.281496048E0,-1.968401551E0
4.046568487E1,1.019524097E0,-1.095525742E0,-2.054309845E0
4.047368083E1,9.938130379E-1,-9.454851151E-1,-2.044728994E0
4.048170671E1,7.716071606E-1,-7.791004181E-1,-2.068356991E0
4.048970221E1,4.395837188E-1,-6.751461029E-1,-1.785578847E0
4.049769878E1,2.606495619E-1,-6.177263260E-1,-1.594127893E0
4.050569366E1,1.275615692E-1,-5.402326584E-1,-1.465559483E0
4.051368939E1,9.417974949E-2,-3.952045441E-1,-9.629506469E-1
4.052168504E1,-2.432644367E-2,-2.381219864E-1,-4.795937538E-1
4.052968085E1,7.896780968E-3,-6.971836090E-2,-2.758183479E-1
4.053770673E1,1.133443117E-1,3.547763824E-2,-2.292581797E-1
4.054570184E1,1.972846389E-1,3.313741684E-1,-3.038783073E-1
4.055369810E1,1.712374091E-1,6.771917343E-1,-4.948405027E-1
4.056169476E1,2.627182007E-2,1.013515472E0,-5.383288860E-1
4.056968933E1,8.548617363E-3,1.256679535E0,-6.292810440E-1
4.057768536E1,-8.964991570E-2,1.555485725E0,-6.688480377E-1
4.058568140E1,-2.806010246E-1,1.907793999E0,-6.108528376E-1
4.059370659E1,-4.163987041E-1,2.153139114E0,-5.008592606E-1
4.060170262E1,-3.316562176E-1,2.236136436E0,-3.201555014E-1
4.060969835E1,-3.474140167E-1,2.493988037E0,-1.096819639E-1
4.061769354E1,-3.029005527E-1,2.540820122E0,-7.029521465E-2
4.062568888E1,-1.718831658E-1,2.664076805E0,-2.317750454E-2
4.063368500E1,-1.454877853E-2,2.880960464E0,1.708030701E-2
4.064168072E1,5.138564110E-2,3.069689751E0,1.658809185E-1
4.064970591E1,3.968700767E-1,3.129709244E0,4.041868448E-1
4.065770264E1,7.390390635E-1,2.986974716E0,5.788742304E-1
4.066569860E1,9.489711523E-1,2.797163010E0,7.172271013E-1
4.067369371E1,1.105810523E0,2.390194893E0,8.637520075E-1
4.068169044E1,1.265247822E0,2.043635368E0,8.900709152E-1
4.068968555E1,1.430444360E0,1.585081100E0,9.327672720E-1
4.069768089E1,1.417207837E0,1.244457245E0,9.385873079E-1
4.070570716E1,1.315337062E0,9.018802643E-1,1.037189603E0
4.071370258E1,1.221187830E0,6.933631897E-1,1.206474185E0
4.072169769E1,1.064125061E0,5.826845169E-1,1.234548211E0
4.072969342E1,8.693385124E-1,4.116716385E-1,1.284647703E0
4.073768884E1,7.812908292E-1,3.455810547E-1,1.262575626E0
4.074568510E1,7.780472040E-1,1.018896103E-1,1.151471853E0
4.075368060E1,8.443877697E-1,-1.446542740E-1,9.663052559E-1
4.076170702E1,8.400261998E-1,-3.484411240E-1,6.851408482E-1
4.076970275E1,7.441725135E-1,-6.163663864E-1,3.927555084E-1
4.077769817E1,6.994801164E-1,-8.359537125E-1,1.332187653E-2
4.078569428E1,6.734454632E-1,-1.130539894E0,-4.475778341E-1
4.079368901E1,5.170496702E-1,-1.326565742E0,-8.264076710E-1
4.080168543E1,3.849425912E-1,-1.428825378E0,-1.012683034E0
4.080968077E1,2.711879015E-1,-1.480378151E0,-1.011643767E0
4.081770612E1,-8.131805062E-2,-1.270868301E0,-7.481143475E-1
4.082570338E1,5.166583657E-1,-1.665060043E0,-3.252372742E-1
4.083369849E1,3.878815770E-1,-1.423040390E0,-3.015273809E-1
4.084169384E1,3.129661679E-1,-1.347190857E0,-3.879834414E-1
4.084968903E1,2.638885379E-1,-1.451860428E0,-6.371634007E-1
4.085768445E1,1.377159953E-1,-1.511626244E0,-8.258576393E-1
4.086568079E1,8.331719041E-2,-1.691400528E0,-1.041632652E0
4.087370721E1,-6.815087795E-2,-1.837682724E0,-1.314366460E0
4.088170201E1,-3.572657704E-2,-1.918991566E0,-1.447059989E0
4.088969774E1,-2.438142896E-2,-1.906273365E0,-1.510747194E0
4.089769324E1,3.261515498E-2,-1.852045059E0,-1.321995616E0
4.090568896E1,2.109539658E-1,-1.826234341E0,-1.010077238E0
4.091368531E1,1.826268584E-1,-1.755275249E0,-6.049783230E-1
4.092168065E1,5.200141668E-2,-1.694851398E0,-4.363403320E-1
4.092970692E1,-2.283963859E-1,-1.607140541E0,-3.677630424E-1
4.093770257E1,-4.285667539E-1,-1.353571892E0,-4.673446417E-1
4.094569837E1,-4.728764594E-1,-1.163687706E0,-6.239742041E-1
4.095369372E1,-4.278261960E-1,-9.055557251E-1,-9.270856380E-1
4.096169006E1,-3.861351609E-1,-6.022434235E-1,-1.179486275E0
4.096968494E1,-4.085278213E-1,-2.386608124E-1,-1.444924116E0
4.097768090E1,-4.829256833E-1,5.641555786E-2,-1.614185929E0
4.098570686E1,-5.180864334E-1,2.711753845E-1,-1.547354460E0
4.099370251E1,-4.953619838E-1,4.867715836E-1,-1.406127691E0
4.100169924E1,-4.362770319E-1,6.693553925E-1,-1.140696764E0
4.100969396E1,-3.252712190E-1,9.262619019E-1,-6.768722534E-1
4.101768946E1,-1.318599582E-1,1.194873810E0,-2.899578810E-1
4.102568549E1,9.981748462E-2,1.477344513E0,-4.242515564E-2
4.103368053E1,3.904469013E-1,1.792967796E0,2.942419052E-2
4.104170649E1,5.634430051E-1,2.055630684E0,-9.559500217E-2
4.104970337E1,7.077437639E-1,2.423687935E0,-4.120072722E-1
4.105769764E1,5.537056327E-1,2.634148598E0,-9.408137798E-1
4.106569398E1,2.303866744E-1,2.749568939E0,-1.535824299E0
4.107368963E1,-5.502508283E-1,2.985927582E0,-2.094185352E0
4.108168566E1,-1.170991659E0,3.125673294E0,-2.429112911E0
4.108968078E1,-1.815549374E0,3.427456856E0,-2.270547867E0
4.109770704E1,-2.127275467E0,3.723567009E0,-1.833051920E0
4.110570216E1,-2.092252016E0,3.788528442E0,-1.268961906E0
4.111369842E1,-1.895987272E0,3.634051323E0,-6.853939295E-1
4.112169415E1,-1.654044151E0,3.243083000E0,-1.361865997E-1
4.112968964E1,-1.269511104E0,2.720522881E0,4.645330906E-1
4.113768530E1,-9.679834843E-1,2.145013809E0,9.241285324E-1
4.114568072E1,-8.304535151E-1,1.683769226E0,1.153016210E0
4.115370783E1,-9.566345811E-1,1.252673149E0,1.158347130E0
4.116170302E1,-1.147110462E0,9.639978409E-1,9.578917027E-1
4.116969813E1,-1.383686304E0,7.918052673E-1,4.858504534E-1
4.117769416E1,-1.627472639E0,6.262969971E-1,6.459379196E-2
4.118568989E1,-1.659412622E0,4.894123077E-1,-1.369512081E-1
4.119368439E1,-1.592586637E0,3.500909805E-1,-8.112633228E-2
4.120168127E1,-1.404853463E0,1.843204498E-1,4.614388943E-2
4.120970715E1,-1.117985010E0,-1.275157928E-2,-5.308163166E-2
4.121770257E1,-1.005267143E0,-2.457923889E-1,-9.648346901E-2
4.122569768E1,-9.332947135E-1,-3.924589157E-1,-1.427788734E-1
4.123369410E1,-6.080337763E-1,-7.039499283E-1,-2.240070105E-1
4.124169014E1,-4.575979114E-1,-1.017240524E0,-3.026502132E-1
4.124968548E1,-4.271522462E-1,-1.267647743E0,-2.329981327E-1
4.125768159E1,-4.256855249E-1,-1.567497253E0,-1.001858711E-1
4.126570648E1,-4.292902946E-1,-1.859628201E0,9.424948692E-2
4.127370259E1,-4.269714952E-1,-2.149132729E0,4.576928616E-1
4.128169924E1,-4.267525673E-1,-2.431778431E0,8.096798658E-1
4.128969397E1,-4.056241512E-1,-2.643459797E0,9.239058495E-1
4.129769062E1,-4.687865376E-1,-2.849062443E0,9.769154787E-1
4.130568450E1,-3.435564041E-1,-2.967208862E0,9.137818813E-1
4.131368084E1,-2.370516658E-1,-3.201232910E0,4.897592068E-1
4.132170772E1,-4.063877463E-1,-3.292261600E0,8.909404278E-2
4.132970284E1,-5.279628038E-1,-3.345328331E0,-2.336889505E-1
4.133769756E1,-6.853079796E-1,-3.298057079E0,-4.230302572E-1
4.134569398E1,-5.412800908E-1,-3.258218288E0,-5.123714209E-1
4.135369002E1,-6.865279675E-1,-3.125116348E0,-7.226947546E-1
4.136168482E1,-7.043171525E-1,-2.937215328E0,-8.456394672E-1
4.136968116E1,-6.542981267E-1,-2.778179646E0,-1.061865211E0
4.137770674E1,-6.654947996E-1,-2.626371384E0,-1.326620460E0
4.138570247E1,-7.382395864E-1,-2.496045589E0,-1.385128736E0
4.139369850E1,-8.946024776E-1,-2.291369438E0,-1.384695530E0
4.140169415E1,-9.376339912E-1,-2.084247112E0,-1.287647367E0
4.140969019E1,-8.074576259E-1,-1.903399467E0,-1.072591305E0
4.141768476E1,-5.264747143E-1,-1.636296272E0,-6.952759027E-1
4.142571241E1,-6.666296721E-2,-1.309263229E0,-2.071253657E-1
4.143370760E1,5.024747252E-1,-9.846324921E-1,2.345222235E-2
4.144170271E1,8.476239443E-1,-7.102203369E-1,-1.188081503E-1
4.144969844E1,8.334425688E-1,-3.397293091E-1,-2.748392820E-1
4.145769386E1,8.731560707E-1,5.994987488E-2,-4.547761679E-1
4.146568897E1,8.548054099E-1,4.532070160E-1,-6.602280140E-1
4.147368493E1,8.640739322E-1,8.400602341E-1,-7.511737347E-1
4.148171081E1,8.630620837E-1,1.266120911E0,-8.706050515E-1
4.148970746E1,9.208301306E-1,1.520670891E0,-9.154396653E-1
4.149770288E1,9.189269543E-1,1.917398453E0,-9.617939591E-1
4.150569861E1,8.181748390E-1,2.274658203E0,-8.682646155E-1
4.151369380E1,5.794416070E-1,2.642745018E0,-5.957458615E-1
4.152168953E1,1.659321785E-1,3.043134689E0,-3.002554178E-1
4.152968579E1,-2.341848612E-1,3.310109138E0,-1.155623198E-1
4.153768067E1,-6.319434643E-1,3.706594467E0,1.335421801E-1
4.154570656E1,-8.298576474E-1,4.050307274E0,1.918821335E-1
4.155370282E1,-8.408325911E-1,4.267004967E0,2.336655855E-1
4.156169793E1,-5.848973393E-1,4.409338951E0,3.300403357E-1
4.156969374E1,-2.226688266E-1,4.455986977E0,5.114227533E-1
4.157768939E1,2.605070770E-1,4.414194107E0,5.536866188E-1
4.158568550E1,7.461699843E-1,4.248270035E0,5.980004072E-1
4.159371131E1,1.066797256E0,4.128420830E0,7.945845127E-1
4.160170711E1,1.344026089E0,3.908671379E0,1.122153401E0
4.160970245E1,1.587929249E0,3.612653732E0,1.444094658E0
4.161769826E1,1.597827911E0,3.364457130E0,1.999996543E0
4.162569368E1,1.490241528E0,3.093924522E0,2.235913277E0
4.163369025E1,1.297779322E0,2.790910721E0,2.245347977E0
4.164168544E1,1.081062913E0,2.440888405E0,2.023458242E0
4.164971217E1,8.066887259E-1,2.206735611E0,1.841576576E0
4.165770666E1,6.042547822E-1,1.820323944E0,1.595698595E0
4.166570339E1,3.574378490E-1,1.370234489E0,1.335502148E0
4.167369750E1,3.092660606E-1,9.668140411E-1,1.025786281E0
4.168169423E1,4.382236302E-1,4.833555222E-1,5.768752098E-1
4.168968958E1,6.604139209E-1,7.112503052E-2,1.092313528E-1
4.169768507E1,7.843982577E-1,-3.435783386E-1,-4.583406448E-1
4.170571126E1,8.469675779E-1,-8.032703400E-1,-7.244540453E-1
4.171370730E1,8.633631468E-1,-1.219157219E0,-7.715560794E-1
4.172170179E1,9.040575027E-1,-1.770945549E0,-5.825970173E-1
4.172969806E1,8.968552947E-1,-2.183734417E0,-3.298158646E-1
4.173769448E1,9.286416769E-1,-2.608817577E0,-1.008188725E-2
4.174568959E1,9.453811646E-1,-3.022819996E0,1.038643122E-1
4.175368586E1,7.716720104E-1,-3.292012691E0,-9.343588352E-2
4.176171112E1,4.454930127E-1,-3.502559185E0,-4.471230507E-1
4.176970662E1,6.605547667E-2,-3.594372749E0,-7.538269162E-1
4.177770266E1,-1.766640544E-1,-3.650892735E0,-1.056911469E0
4.178569800E1,-3.195466995E-1,-3.609609127E0,-1.241080880E0
4.179369380E1,-3.810377121E-1,-3.611592770E0,-1.331127524E0
4.180168976E1,-4.483357072E-1,-3.453131199E0,-1.485841751E0
4.180968518E1,-3.224338889E-1,-3.397184849E0,-1.607729912E0
4.181771137E1,-1.114097238E-1,-3.304719925E0,-1.551429272E0
4.182570687E1,1.289947331E-1,-3.288216114E0,-1.336045861E0
4.183370283E1,2.248652577E-1,-3.151580811E0,-1.131872296E0
4.184169832E1,3.009975553E-1,-2.983441830E0,-1.108591318E0
4.184969428E1,3.429795504E-1,-2.711940765E0,-1.202090979E0
4.185768970E1,4.563944936E-1,-2.435124397E0,-1.257998705E0
4.186568581E1,5.745033026E-1,-2.181634426E0,-1.327666759E0
4.187371100E1,7.657856345E-1,-1.896378517E0,-1.389485121E0
4.188170673E1,9.457421899E-1,-1.452341080E0,-1.415390491E0
4.188970307E1,1.024705291E0,-1.019336700E0,-1.361247420E0
4.189769826E1,1.050235510E0,-6.525993347E-1,-1.321164489E0
4.190569391E1,8.886254430E-1,-2.083044052E-1,-1.290356636E0
4.191368972E1,4.445460439E-1,1.290416718E-1,-1.286750793E0
4.192168506E1,-1.718901396E-1,5.748319626E-1,-1.149846315E0
4.192971156E1,-8.038403392E-1,1.018755913E0,-8.939443827E-1
4.193770675E1,-1.185065031E0,1.352520943E0,-5.377391577E-1
4.194570301E1,-1.349507332E0,1.568508148E0,-1.390566230E-1
4.195369874E1,-1.281423330E0,1.754841805E0,2.000993490E-1
4.196169362E1,-9.568364024E-1,1.952061653E0,3.371417522E-1
4.196968989E1,-5.165868402E-1,2.035388947E0,5.717498064E-2
4.197768469E1,-4.369258881E-1,2.172566414E0,-4.475228488E-1
4.198571150E1,-6.367424726E-1,2.488409996E0,-1.093875408E0
4.199370638E1,-7.865121961E-1,2.880437851E0,-1.690928340E0
4.200170303E1,-7.297346592E-1,3.155170441E0,-2.101644993E0
4.200969837E1,-1.195135355E0,4.040818214E0,-2.484983921E0
4.201769348E1,-1.243535757E0,4.321577072E0,-2.963525534E0
4.202569044E1,-1.290188074E0,4.697145462E0,-3.193969727E0
4.203368525E1,-1.037641883E0,4.641236305E0,-2.984125853E0
4.204171151E1,-5.638076663E-1,4.345657349E0,-1.946023107E0
4.204970724E1,-1.447235346E-1,3.733727455E0,-7.591180205E-1
4.205770228E1,8.210819960E-2,3.192660332E0,4.190630913E-1
4.206569862E1,2.745885551E-1,2.496611595E0,1.429039598E0
4.207369373E1,2.435222864E-1,1.912765503E0,1.967190385E0
4.208168954E1,7.196956873E-2,1.344626427E0,2.181113243E0
4.208968496E1,-2.079670429E-1,9.855165482E-1,1.970249653E0
4.209771114E1,-3.682666421E-1,7.781543732E-1,1.457851410E0
4.210570710E1,-5.294649005E-1,5.458555222E-1,7.253956795E-1
4.211370221E1,-5.074020028E-1,2.413234711E-1,2.613450289E-1
4.212169887E1,-5.847342610E-1,-2.251052856E-2,-4.042971134E-2
